Technique,Project,Constraint ID,HIT@01?,HIT@05?,HIT@10?,HIT@15?,HIT@20?,GT ESC Rank,GT ESC Results,Method Rank,Recall,Number Method Results,Data Set,Reciprocal Rank
Lucene,apache-ant-1.10.6,ANT-13,1,1,1,1,1,None,0,1,1,8923,CDS,1
Lucene,apache-ant-1.10.6,ANT-14,0,0,0,0,1,None,0,16,1,7148,CDS,0.0625
Lucene,apache-ant-1.10.6,ANT-15,0,0,0,0,1,None,0,16,1,7148,CDS,0.0625
Lucene,apache-ant-1.10.6,ANT-16,0,0,0,0,0,None,0,95,1,1520,CDS,0.01052631579
Lucene,apache-ant-1.10.6,ANT-17,1,1,1,1,1,None,0,1,1,6263,CDS,1
Lucene,apache-ant-1.10.6,ANT-18,0,0,0,0,0,None,0,51,1,10294,CDS,0.01960784314
Lucene,apache-ant-1.10.6,ANT-19,0,0,0,0,0,None,0,21,1,2461,CDS,0.04761904762
Lucene,apache-ant-1.10.6,ANT-20,0,0,0,0,0,None,0,69,1,7498,CDS,0.01449275362
Lucene,apache-ant-1.10.6,ANT-21,0,0,0,0,0,None,0,70,1,9371,CDS,0.01428571429
Lucene,apache-ant-1.10.6,ANT-22,0,0,0,0,0,None,0,158,1,2234,CDS,0.006329113924
Lucene,apache-ant-1.10.6,ANT-23,0,0,0,0,0,None,0,388,1,8945,CDS,0.002577319588
Lucene,apache-ant-1.10.6,ANT-24,0,0,0,0,1,None,0,18,1,9337,CDS,0.05555555556
Lucene,apache-ant-1.10.6,ANT-25,0,0,0,0,0,None,0,43,1,8282,CDS,0.02325581395
Lucene,apache-ant-1.10.6,ANT-26,0,0,0,0,0,None,0,102,1,7803,CDS,0.009803921569
Lucene,apache-ant-1.10.6,ANT-27,0,0,0,0,0,None,0,272,1,7803,CDS,0.003676470588
